-1.568906426429748535e+00,-1.489296257495880127e-01,7.272447943687438965e-01,-4.084011539816856384e-02,1.494157779961824417e-02,6.366437077522277832e-01,7.699308991432189941e-01,-3.399104624986648560e-02,1.134713441133499146e-01,5.200381875038146973e-01,1.581982374191284180e-01,-6.197595596313476562e-01,-1.782305091619491577e-01,-3.206054866313934326e-01,-5.397372245788574219e-01,-8.420231938362121582e-01,2.594010233879089355e-01,3.044714629650115967e-01,2.401364892721176147e-01,2.151968330144882202e-01,-2.873744629323482513e-02,1.070854187011718750e+00,-2.388800233602523804e-01,-2.244257181882858276e-01,-1.975453197956085205e-01,-7.034027576446533203e-01,-9.650800228118896484e-01,6.739897280931472778e-02,-7.554013133049011230e-01,7.006602827459573746e-03,0.000000000000000000e+00
-1.559981822967529297e+00,-1.485058218240737915e-01,7.175655961036682129e-01,-3.935490176081657410e-02,5.261982977390289307e-02,6.650061011314392090e-01,7.439417243003845215e-01,-2.139746844768524170e-01,9.818985313177108765e-02,3.793532550334930420e-01,3.417392075061798096e-01,-6.794127225875854492e-01,-1.588257998228073120e-01,-4.775638878345489502e-01,-7.324926257133483887e-01,-8.277910351753234863e-01,5.586392879486083984e-01,1.925728321075439453e-01,2.441445738077163696e-01,1.551022082567214966e-01,-1.118521988391876221e-01,1.099341988563537598e+00,-2.895074784755706787e-01,-2.647964656352996826e-01,-1.796466857194900513e-01,-6.156500577926635742e-01,-1.190186619758605957e+00,-6.418191641569137573e-02,-7.301585674285888672e-01,-4.191064462065696716e-02,0.000000000000000000e+00
-1.542515754699707031e+00,-1.427239179611206055e-01,7.115712761878967285e-01,-1.417407672852277756e-02,6.968311965465545654e-02,6.564889550209045410e-01,7.509764432907104492e-01,-2.074572443962097168e-01,6.883449107408523560e-02,4.019803702831268311e-01,3.937394917011260986e-01,-6.791197657585144043e-01,-1.344257295131683350e-01,-5.520330667495727539e-01,-8.289584517478942871e-01,-8.047673106193542480e-01,7.213447690010070801e-01,1.237216815352439880e-01,2.071680575609207153e-01,1.184785142540931702e-01,-1.308984011411666870e-01,1.144389152526855469e+00,-2.955749034881591797e-01,-2.116765528917312622e-01,-1.898909211158752441e-01,-5.926613807678222656e-01,-1.370308756828308105e+00,-1.049119308590888977e-01,-5.138188004493713379e-01,1.167398020625114441e-01,0.000000000000000000e+00
-1.520451068878173828e+00,-1.359594166278839111e-01,7.083979249000549316e-01,4.921847488731145859e-03,7.808514684438705444e-02,6.338704228401184082e-01,7.694717049598693848e-01,-1.803904175758361816e-01,7.604498416185379028e-02,4.707986414432525635e-01,4.436832666397094727e-01,-6.739551424980163574e-01,-1.462500691413879395e-01,-5.822699069976806641e-01,-8.452377915382385254e-01,-8.315033316612243652e-01,8.265586495399475098e-01,2.875875495374202728e-02,1.577581763267517090e-01,8.663315325975418091e-02,-1.633483469486236572e-01,1.209520220756530762e+00,-2.766341269016265869e-01,-1.469876170158386230e-01,-2.167229503393173218e-01,-5.671864151954650879e-01,-1.489734530448913574e+00,-3.415967524051666260e-02,-3.658338189125061035e-01,2.460553497076034546e-01,0.000000000000000000e+00
-1.494461536407470703e+00,-1.305952221155166626e-01,7.109448313713073730e-01,1.380733679980039597e-02,8.774927258491516113e-02,5.986459851264953613e-01,7.960731387138366699e-01,-1.590437144041061401e-01,1.052794903516769409e-01,5.588696599006652832e-01,4.823479950428009033e-01,-6.376119852066040039e-01,-1.765428632497787476e-01,-5.513188838958740234e-01,-8.174264430999755859e-01,-9.780796170234680176e-01,8.703426122665405273e-01,-7.074649631977081299e-02,5.284194275736808777e-02,7.270421832799911499e-02,-2.102110385894775391e-01,1.264130353927612305e+00,-2.794421315193176270e-01,-8.756469190120697021e-02,-3.072001636028289795e-01,-5.734300017356872559e-01,-1.546933054924011230e+00,5.534894019365310669e-02,-2.359930574893951416e-01,3.474540710449218750e-01,0.000000000000000000e+00
-1.464129447937011719e+00,-1.273364871740341187e-01,7.180579304695129395e-01,1.379799563437700272e-02,8.685729652643203735e-02,5.569027662277221680e-01,8.259084224700927734e-01,-1.409366279840469360e-01,1.740103065967559814e-01,6.012865900993347168e-01,5.572981238365173340e-01,-4.980033636093139648e-01,-1.619497984647750854e-01,-4.751390218734741211e-01,-6.975579857826232910e-01,-1.142119288444519043e+00,7.969991564750671387e-01,-1.900167018175125122e-01,4.326738882809877396e-03,5.051533877849578857e-02,-2.618075013160705566e-01,1.355427265167236328e+00,-2.769683301448822021e-01,-4.846731573343276978e-02,-3.893976211547851562e-01,-5.411955118179321289e-01,-1.545927405357360840e+00,1.055766567587852478e-01,-1.558728367090225220e-01,3.328685164451599121e-01,0.000000000000000000e+00
-1.431903958320617676e+00,-1.251841634511947632e-01,7.260504961013793945e-01,1.189058646559715271e-02,8.091268688440322876e-02,5.177476406097412109e-01,8.516156077384948730e-01,-1.311955600976943970e-01,2.661631405353546143e-01,6.533079743385314941e-01,6.609380841255187988e-01,-3.759926259517669678e-01,-1.146520823240280151e-01,-4.065728485584259033e-01,-5.429406762123107910e-01,-1.237296223640441895e+00,6.480218172073364258e-01,-2.561913132667541504e-01,-1.997005008161067963e-02,8.555348962545394897e-03,-3.130530416965484619e-01,1.450716137886047363e+00,-2.617049217224121094e-01,-1.965121366083621979e-02,-4.872754216194152832e-01,-4.972873628139495850e-01,-1.505607128143310547e+00,9.641693532466888428e-02,-6.305890530347824097e-02,3.031021058559417725e-01,0.000000000000000000e+00
-1.402597784996032715e+00,-1.228034123778343201e-01,7.278046011924743652e-01,2.296013385057449341e-02,6.588718295097351074e-02,4.681645929813385010e-01,8.808823227882385254e-01,-1.596055775880813599e-01,3.040011823177337646e-01,5.426740050315856934e-01,8.253979086875915527e-01,-5.967741087079048157e-02,3.902125358581542969e-02,-3.767094016075134277e-01,-4.574902653694152832e-01,-1.163526058197021484e+00,6.048435568809509277e-01,-3.107392787933349609e-01,-5.911651626229286194e-02,-1.857052184641361237e-02,-3.121619820594787598e-01,1.529261469841003418e+00,-2.697726786136627197e-01,-1.436502486467361450e-02,-5.036666393280029297e-01,-3.956535458564758301e-01,-1.463566899299621582e+00,8.950579166412353516e-02,-5.264844745397567749e-03,2.718057334423065186e-01,0.000000000000000000e+00
-1.370252490043640137e+00,-1.214139088988304138e-01,7.233387827873229980e-01,2.457844279706478119e-02,5.206296592950820923e-02,4.222224354743957520e-01,9.046621322631835938e-01,-1.964866816997528076e-01,3.292690217494964600e-01,4.462300837039947510e-01,9.434311985969543457e-01,1.528529543429613113e-02,-9.659535251557826996e-03,-3.506140112876892090e-01,-3.810301721096038818e-01,-1.074348449707031250e+00,5.995219349861145020e-01,-3.945445716381072998e-01,-7.392361015081405640e-02,-6.694471091032028198e-02,-3.164795041084289551e-01,1.606911182403564453e+00,-2.839056253433227539e-01,-1.032359711825847626e-02,-5.576437711715698242e-01,-3.249285519123077393e-01,-1.413797736167907715e+00,9.416589140892028809e-02,5.528667569160461426e-02,2.129105180501937866e-01,0.000000000000000000e+00
-1.346822381019592285e+00,-1.210447698831558228e-01,7.178085446357727051e-01,2.889748662710189819e-02,4.964818060398101807e-02,3.715163171291351318e-01,9.266475439071655273e-01,-2.271323651075363159e-01,3.556508719921112061e-01,4.321542680263519287e-01,1.039119124412536621e+00,1.001663273200392723e-03,5.326843820512294769e-03,-3.677662014961242676e-01,-3.460353910923004150e-01,-9.902370572090148926e-01,6.248098015785217285e-01,-4.680624008178710938e-01,-9.645894169807434082e-02,-1.107909157872200012e-01,-3.245938420295715332e-01,1.650618433952331543e+00,-3.098435103893280029e-01,-2.402024157345294952e-02,-5.728982686996459961e-01,-2.821647524833679199e-01,-1.379649639129638672e+00,1.170903965830802917e-01,1.060306951403617859e-01,2.001070529222488403e-01,0.000000000000000000e+00
